year,area,area_name,racecomp,xtype,hp
2024,30,Montana,White,Share of struggling households,.80523133
2024,30,Montana,White,Share of all households,.86078954
2024,30,Montana,White,Difference (% pts.),-.055558205
2024,30,Montana,Black,Share of struggling households,.0024999522
2024,30,Montana,Black,Share of all households,.0025580837
2024,30,Montana,Black,Difference (% pts.),-.000058131525
2024,30,Montana,Hispanic,Share of struggling households,.062711172
2024,30,Montana,Hispanic,Share of all households,.041521542
2024,30,Montana,Hispanic,Difference (% pts.),.02118963
2024,30,Montana,Asian,Share of struggling households,.0077007813
2024,30,Montana,Asian,Share of all households,.0062484182
2024,30,Montana,Asian,Difference (% pts.),.0014523631
2024,30,Montana,Other,Share of struggling households,.12185674
2024,30,Montana,Other,Share of all households,.088882424
2024,30,Montana,Other,Difference (% pts.),.032974318
2024,31,Nebraska,White,Share of struggling households,.74130279
2024,31,Nebraska,White,Share of all households,.8077746
2024,31,Nebraska,White,Difference (% pts.),-.066471815
2024,31,Nebraska,Black,Share of struggling households,.05886846
2024,31,Nebraska,Black,Share of all households,.037895199
2024,31,Nebraska,Black,Difference (% pts.),.020973261
2024,31,Nebraska,Hispanic,Share of struggling households,.12231316
2024,31,Nebraska,Hispanic,Share of all households,.089980714
2024,31,Nebraska,Hispanic,Difference (% pts.),.032332443
2024,31,Nebraska,Asian,Share of struggling households,.027750526
2024,31,Nebraska,Asian,Share of all households,.024298729
2024,31,Nebraska,Asian,Difference (% pts.),.0034517962
2024,31,Nebraska,Other,Share of struggling households,.049765028
2024,31,Nebraska,Other,Share of all households,.040050779
2024,31,Nebraska,Other,Difference (% pts.),.0097142495
2024,32,Nevada,White,Share of struggling households,.44021571
2024,32,Nevada,White,Share of all households,.52598596
2024,32,Nevada,White,Difference (% pts.),-.085770249
2024,32,Nevada,Black,Share of struggling households,.11760415
2024,32,Nevada,Black,Share of all households,.090953492
2024,32,Nevada,Black,Difference (% pts.),.02665066
2024,32,Nevada,Hispanic,Share of struggling households,.29883847
2024,32,Nevada,Hispanic,Share of all households,.22697388
2024,32,Nevada,Hispanic,Difference (% pts.),.07186459
2024,32,Nevada,Asian,Share of struggling households,.082082093
2024,32,Nevada,Asian,Share of all households,.092830226
2024,32,Nevada,Asian,Difference (% pts.),-.010748133
2024,32,Nevada,Other,Share of struggling households,.061259516
2024,32,Nevada,Other,Share of all households,.06325645
2024,32,Nevada,Other,Difference (% pts.),-.0019969344
2024,33,New Hampshire,White,Share of struggling households,.8831498
2024,33,New Hampshire,White,Share of all households,.89450359
2024,33,New Hampshire,White,Difference (% pts.),-.011353791
2024,33,New Hampshire,Black,Share of struggling households,.017535787
2024,33,New Hampshire,Black,Share of all households,.010999259
2024,33,New Hampshire,Black,Difference (% pts.),.0065365285
2024,33,New Hampshire,Hispanic,Share of struggling households,.032079216
2024,33,New Hampshire,Hispanic,Share of all households,.031906985
2024,33,New Hampshire,Hispanic,Difference (% pts.),.00017223135
2024,33,New Hampshire,Asian,Share of struggling households,.024410464
2024,33,New Hampshire,Asian,Share of all households,.028585138
2024,33,New Hampshire,Asian,Difference (% pts.),-.0041746739
2024,33,New Hampshire,Other,Share of struggling households,.042824794
2024,33,New Hampshire,Other,Share of all households,.034005012
2024,33,New Hampshire,Other,Difference (% pts.),.0088197812
2024,34,New Jersey,White,Share of struggling households,.48471534
2024,34,New Jersey,White,Share of all households,.56183946
2024,34,New Jersey,White,Difference (% pts.),-.077124119
2024,34,New Jersey,Black,Share of struggling households,.14511174
2024,34,New Jersey,Black,Share of all households,.12083225
2024,34,New Jersey,Black,Difference (% pts.),.02427949
2024,34,New Jersey,Hispanic,Share of struggling households,.26364249
2024,34,New Jersey,Hispanic,Share of all households,.18629242
2024,34,New Jersey,Hispanic,Difference (% pts.),.077350065
2024,34,New Jersey,Asian,Share of struggling households,.071809329
2024,34,New Jersey,Asian,Share of all households,.096707128
2024,34,New Jersey,Asian,Difference (% pts.),-.024897799
2024,34,New Jersey,Other,Share of struggling households,.034721062
2024,34,New Jersey,Other,Share of all households,.034328725
2024,34,New Jersey,Other,Difference (% pts.),.0003923364
2024,35,New Mexico,White,Share of struggling households,.35489863
2024,35,New Mexico,White,Share of all households,.43365753
2024,35,New Mexico,White,Difference (% pts.),-.078758895
2024,35,New Mexico,Black,Share of struggling households,.018712997
2024,35,New Mexico,Black,Share of all households,.017325966
2024,35,New Mexico,Black,Difference (% pts.),.0013870317
2024,35,New Mexico,Hispanic,Share of struggling households,.4923391
2024,35,New Mexico,Hispanic,Share of all households,.42993507
2024,35,New Mexico,Hispanic,Difference (% pts.),.062404037
2024,35,New Mexico,Asian,Share of struggling households,.016657095
2024,35,New Mexico,Asian,Share of all households,.018994207
2024,35,New Mexico,Asian,Difference (% pts.),-.0023371112
2024,35,New Mexico,Other,Share of struggling households,.11739214
2024,35,New Mexico,Other,Share of all households,.10008723
2024,35,New Mexico,Other,Difference (% pts.),.017304905
2024,36,New York,White,Share of struggling households,.4857116
2024,36,New York,White,Share of all households,.58573896
2024,36,New York,White,Difference (% pts.),-.10002735
2024,36,New York,Black,Share of struggling households,.15970081
2024,36,New York,Black,Share of all households,.12565851
2024,36,New York,Black,Difference (% pts.),.034042299
2024,36,New York,Hispanic,Share of struggling households,.22501735
2024,36,New York,Hispanic,Share of all households,.16533931
2024,36,New York,Hispanic,Difference (% pts.),.059678048
2024,36,New York,Asian,Share of struggling households,.087330893
2024,36,New York,Asian,Share of all households,.080366001
2024,36,New York,Asian,Difference (% pts.),.0069648921
2024,36,New York,Other,Share of struggling households,.042239316
2024,36,New York,Other,Share of all households,.042897239
2024,36,New York,Other,Difference (% pts.),-.00065792352
2024,37,North Carolina,White,Share of struggling households,.56624335
2024,37,North Carolina,White,Share of all households,.6399256
2024,37,North Carolina,White,Difference (% pts.),-.073682249
2024,37,North Carolina,Black,Share of struggling households,.24841686
2024,37,North Carolina,Black,Share of all households,.20122728
2024,37,North Carolina,Black,Difference (% pts.),.047189578
